,Stock,Sector,Buy_num,Buy_total,Sell_num,Sell_total,Ticker
642,Heineken NV (HINKY),Consumer Goods,0,$0,0,$0,HINKY
643,Fomento Economico Mexicano (FMX),Consumer Goods,0,$0,0,$0,FMX
644,ATN International Inc. (ATNI),Telecommunications Services,0,$0,14,"$683,537",ATNI
645,Cimarex Energy Co. (XEC),Energy,4,"$537,308",0,$0,XEC
646,Nuance Communications Inc. (NUAN),Technology,0,$0,49,"$3,881,052",NUAN
647,Fortinet Inc. (FTNT),Technology,0,$0,40,"$11,221,319",FTNT
648,Lululemon Athletica Inc. (LULU),Consumer Goods,0,$0,27,"$124,997,863",LULU
649,Farmers & Merchants Bank (FMBL),Financials,0,$0,0,$0,FMBL
650,Laboratory Corp. of America Hldgs (LH),Health Care,2,"$99,360",1,"$5,000,000",LH
651,News Corp. CL B (NWS),Services,0,$0,1,"$151,603",NWS
652,Copart Inc. (CPRT),Industrials,0,$0,11,"$189,447,291",CPRT
653,NortonLifeLock Inc. (NLOK),Information Technology,0,$0,4,"$2,402,562",NLOK
654,Patterson UTI-Energy (PTEN),Energy,7,"$494,966",0,$0,PTEN
655,Community Trust Bancorp Inc. (CTBI),Financials,2,"$29,634",0,$0,CTBI
656,Arconic Inc. (ARNC),Industrial Goods,5,"$852,174",0,$0,ARNC
657,American Intl. Grp. WTS (AIG.WS),Financials,0,$0,0,$0,AIG.WS
658,China Yuchai Intl Ltd. (CYD),Industrial Goods,0,$0,0,$0,CYD
659,Toyota Industries Corp. (TYIDF),Consumer Goods,0,$0,0,$0,TYIDF
660,Seagate Technology (STX),Technology,0,$0,13,"$6,881,063",STX
661,Taylor Morrison Home Corp. (TMHC),Industrial Goods,1,"$7,075",1,"$7,055",TMHC
662,Dollarama Inc. (DLMAF),Consumer Goods,0,$0,0,$0,DLMAF
663,Assurant Inc. (AIZ),Financials,0,$0,0,$0,AIZ
664,United Airlines Holdings Inc. (UAL),Services,0,$0,0,$0,UAL
665,Amerant Bancorp Inc. (AMTB),Financials,0,$0,0,$0,AMTB
666,Maxim Integrated Products (MXIM),Information Technology,0,$0,10,"$3,104,839",MXIM
667,Western Digital (WDC),Information Technology,0,$0,1,"$59,352",WDC
668,Penske Automotive Group (PAG),Services,0,$0,0,$0,PAG
669,General Electric (GE),Industrials,0,$0,1,"$31,670,467",GE
670,Camping World Holdings Inc. (CWH),Consumer Discretionary,14,"$1,697,386",0,$0,CWH
671,KeyCorp (KEY),Financials,3,"$1,109,564",0,$0,KEY
672,Brown & Brown Inc. (BRO),Financials,0,$0,0,$0,BRO
673,Prosus NV (PROSF),Technology,0,$0,0,$0,PROSF
674,Interactive Brokers Group Inc. (IBKR),Financials,0,$0,1,"$64,758",IBKR
675,Zoetis Inc. (ZTS),Health Care,0,$0,7,"$3,133,595",ZTS
676,Carlisle Companies (CSL),Industrials,0,$0,0,$0,CSL
677,Aspen Group Inc. (ASPU),Consumer Goods,2,"$71,955",12,"$2,581,701",ASPU
678,IDW Media Holdings (IDWM),Services,0,$0,0,$0,IDWM
679,Pacific Biosciences of California (PACB),Health Care,0,$0,1,"$8,421",PACB
680,Advanced Micro Devices (AMD),Information Technology,0,$0,17,"$35,737,320",AMD
681,SPDR S&P 500 ETF Trust (SPY),,0,$0,0,$0,SPY
682,STORE Capital Corp. (STOR),Financials,11,"$851,753",0,$0,STOR
683,International Flav/Frag (IFF),Materials,143,"$201,054,071",2,"$89,448",IFF
684,Danone (DANOY),Consumer Goods,0,$0,0,$0,DANOY
685,Lions Gate Ent. Corp. CL B (LGF.B),Services,1,"$50,435",0,$0,LGF.B
686,Forestar Group Inc. (FOR),Real Estate,2,"$9,475",0,$0,FOR
687,Delta Air Lines Inc. (DAL),Services,6,"$645,435",7,"$314,379,791",DAL
688,Trinity Place Holdings (TPHS),Financials,2,"$8,300",0,$0,TPHS
689,AIA Group Ltd. (AAIGF),Financials,0,$0,0,$0,AAIGF
690,Taubman Centers Inc. (TCO),Financials,0,$0,0,$0,TCO
691,Rinnai Corp. (RINIF),Consumer Cyclical,0,$0,0,$0,RINIF
692,HarborOne Bancorp (HONE),Financials,12,"$177,779",0,$0,HONE
693,Houlihan Lokey Inc. (HLI),Financials,0,$0,33,"$16,609,863",HLI
694,US Foods Holding Corp. (USFD),Consumer Goods,0,$0,0,$0,USFD
695,China Feihe Ltd (CFEIY),Consumer Staples,0,$0,0,$0,CFEIY
696,Hexcel Corp. (HXL),Industrial Goods,2,"$2,022,238",1,"$393,916",HXL
697,Viper Energy Partners LP (VNOM),Energy,0,$0,0,$0,VNOM
698,Deciphera Pharmaceuticals Inc. (DCPH),Health Care,0,$0,18,"$7,792,478",DCPH
699,Inchcape plc (INCPY),Consumer Goods,0,$0,0,$0,INCPY
700,Sculptor Capital Management (SCU),Financials,0,$0,0,$0,SCU
701,BOK Financial Corp. (BOKF),Financials,6,"$408,495",0,$0,BOKF
702,BCB Bancorp (BCBP),Financials,34,"$145,496",0,$0,BCBP
703,Conduent Inc. (CNDT),Services,6,"$403,594",0,$0,CNDT
704,Taiwan Semiconductor S.A. (TSM),Technology,0,$0,0,$0,TSM
705,Yum! Brands Inc. (YUM),Consumer Discretionary,0,$0,4,"$1,469,857",YUM
706,W.R. Berkley Corp. (WRB),Financials,0,$0,0,$0,WRB
707,LPL Investment Holdings Inc. (LPLA),Financials,0,$0,0,$0,LPLA
708,First of Long Island Corp. (FLIC),Financials,7,"$416,054",3,"$50,284",FLIC
709,Oaktree Strategic Income Corp. (OCSI),Financials,7,"$250,027",1,"$11,048",OCSI
710,Alcoa Corp. (AA),Materials,2,"$2,888",0,$0,AA
711,D.R. Horton (DHI),Consumer Discretionary,0,$0,4,"$175,103",DHI
712,MSB Financial Corp. (MSBF),Financials,0,$0,0,$0,MSBF
713,Nomad Foods Ltd (NOMD),Consumer Goods,0,$0,0,$0,NOMD
714,Ubiquiti Inc. (UI),Technology,0,$0,1,"$272,987",UI
715,Johnson Controls Intl. plc (JCI),Consumer Discretionary,0,$0,5,"$1,990,514",JCI
716,LVMH Moet Hennessy S.E.  (LVMUY),Consumer Goods,0,$0,0,$0,LVMUY
717,Parsley Energy Inc. (PE),Materials,4,"$73,486",0,$0,PE
718,Rollins Inc. (ROL),Industrials,0,$0,0,$0,ROL
719,Columbia Financial Inc. (CLBK),Financials,10,"$351,520",0,$0,CLBK
720,Lions Gate Ent. Corp. CL A (LGF.A),Services,0,$0,0,$0,LGF.A
721,Eagle Bulk Shipping (EGLE),Services,0,$0,0,$0,EGLE
722,Ambarella Inc. (AMBA),Technology,0,$0,42,"$1,966,573",AMBA
723,Wingstop Inc. (WING),Services,0,$0,12,"$2,880,332",WING
724,MasterCraft Boat Holdings Inc. (MCFT),Consumer Goods,0,$0,0,$0,MCFT
725,Quad/Graphics Inc. (QUAD),Services,1,"$9,990",0,$0,QUAD
726,ViacomCBS Inc. (VIAC),Telecommunications Services,0,$0,0,$0,VIAC
727,United Overseas Bank Ltd. (UOVEY),Financials,0,$0,0,$0,UOVEY
728,Chipotle Mexican Grill Inc. (CMG),Services,0,$0,75,"$65,543,031",CMG
729,Alteryx Inc. (AYX),Technology,0,$0,95,"$45,065,937",AYX
730,MDU Resources (MDU),Utilities,9,"$491,621",0,$0,MDU
731,Dolby Laboratories Inc. (DLB),Technology,0,$0,4,"$6,587,128",DLB
732,Liberty Broadband Corp. CL C (LBRDK),Services,0,$0,0,$0,LBRDK
733,AutoZone Inc. (AZO),Consumer Discretionary,4,"$1,772,000",4,"$7,364,667",AZO
734,CarMax Inc. (KMX),Consumer Discretionary,1,"$99,060",0,$0,KMX
735,Southwest Airlines (LUV),Industrials,0,$0,97,"$75,054,694",LUV
736,FedEx Corp. (FDX),Industrials,1,"$560,200",7,"$20,414,404",FDX
737,TransUnion (TRU),Services,0,$0,6,"$19,802,508",TRU
738,Aaron's Inc. (AAN),Services,0,$0,0,$0,AAN
739,Matson Inc. (MATX),Services,0,$0,0,$0,MATX
740,Mercury General Corp. (MCY),Financials,17,"$29,850,217",0,$0,MCY
741,Monolithic Power Systems (MPWR),Technology,0,$0,34,"$64,696,808",MPWR
742,Hawaiian Electric Industries (HE),Utilities,3,"$69,820,219",4,"$197,511",HE
743,Castlight Health Inc. (CSLT),Technology,2,"$96,324",1,"$3,565",CSLT
744,V.F. Corp. (VFC),Consumer Discretionary,1,"$99,954",0,$0,VFC
745,Hologic Inc. (HOLX),Health Care,0,$0,8,"$13,392,159",HOLX
746,Sabre Corp. (SABR),Technology,1,"$65,400",0,$0,SABR
747,Callaway Golf Co. (ELY),Consumer Discretionary,0,$0,0,$0,ELY
748,Incyte Corp. (INCY),Health Care,2,$206,11,"$5,052,628",INCY
749,Smucker (J.M.) (SJM),Consumer Staples,0,$0,3,"$252,840",SJM
750,Cintas Corp. (CTAS),Industrials,0,$0,0,$0,CTAS
751,Olin Corp. (OLN),Materials,0,$0,0,$0,OLN
752,Cheniere Energy Inc. (LNG),Materials,4,"$519,676",0,$0,LNG
753,Wix.com Ltd. (WIX),Technology,0,$0,0,$0,WIX
754,Hang Lung Group Ltd (HNLGF),Real Estate,0,$0,0,$0,HNLGF
755,Lincoln National (LNC),Financials,8,"$1,313,534",0,$0,LNC
756,Kirby Corp. (KEX),Industrials,1,"$51,250",1,"$31,385",KEX
757,Provident New York Bancorp (PBNY),Financials,0,$0,0,$0,PBNY
758,Markel Corp. (MKL),Financials,5,"$831,864",2,"$493,825",MKL
759,International Paper (IP),Materials,1,"$160,425",1,"$129,626",IP
760,Southside Bancshares Inc. (SBSI),Financials,5,"$147,581",0,$0,SBSI
761,Capital Product Partners LP (CPLP),Services,0,$0,0,$0,CPLP
762,United Parcel Service (UPS),Industrials,1,"$1,003,233",0,$0,UPS
763,MYR Group Inc. (MYRG),Industrial Goods,0,$0,0,$0,MYRG
764,SCHRODINGER Inc. (SDGR),Health Care,0,$0,0,$0,SDGR
765,Johnson & Johnson (JNJ),Health Care,1,"$63,843",0,$0,JNJ
766,Reckitt Benckiser Group Plc (RBGPF),Consumer Goods,0,$0,0,$0,RBGPF
767,Zeon Corp. (ZEOOF),Consumer Cyclical,0,$0,0,$0,ZEOOF
768,Waters Corp. (WAT),Health Care,0,$0,1,"$917,650",WAT
769,Kearny Financial Corp. (KRNY),Financials,4,"$99,580",0,$0,KRNY
770,Lindblad Expeditions Hldgs Inc. (LIND),Consumer Discretionary,7,"$542,929",0,$0,LIND
771,NXP Semiconductors NV (NXPI),Technology,1,"$17,468",2,"$192,724",NXPI
772,Maxar Technologies Inc. (MAXR),Technology,0,$0,0,$0,MAXR
773,WPX Energy (WPX),Energy,4,"$240,320",0,$0,WPX
774,Vishay Intertechnology (VSH),Information Technology,0,$0,0,$0,VSH
775,Wayfair Inc. (W),Services,1,"$12,570,000",42,"$36,316,412",W
776,RMR Group Inc. (RMR),Real Estate,0,$0,0,$0,RMR
777,Novo Nordisk A S (NVO),Health Care,0,$0,0,$0,NVO
778,CVS Health Corp. (CVS),Consumer Staples,1,"$315,675",4,"$1,290,700",CVS
779,First Hawaiian Inc. (FHB),Financials,1,"$50,008",0,$0,FHB
780,Sprague Resources LP (SRLP),Energy,1,"$10,023,771",0,$0,SRLP
781,Salesforce.com (CRM),Technology,5,"$165,463",515,"$131,277,670",CRM
782,GoDaddy Inc. (GDDY),Technology,0,$0,18,"$13,961,806",GDDY
783,Carlyle Group (CG),Financials,0,$0,0,$0,CG
784,Zuora Inc. (ZUO),Technology,0,$0,3,"$13,989",ZUO
785,Cresud Inc. (CRESY),Consumer Goods,0,$0,0,$0,CRESY
786,Edison Int'l (EIX),Utilities,0,$0,1,"$12,917",EIX
787,Silicon Laboratories Inc. (SLAB),Information Technology,0,$0,2,"$257,084",SLAB
788,William H. Sadlier (SADL),Services,0,$0,0,$0,SADL
789,Centene Corp. (CNC),Health Care,0,$0,7,"$8,186,709",CNC
790,Verisk Analytics Inc. (VRSK),Services,0,$0,3,"$6,720,003",VRSK
791,Interpublic Group (IPG),Consumer Discretionary,1,"$50,499",0,$0,IPG
792,Target Corp. (TGT),Consumer Discretionary,0,$0,8,"$16,504,971",TGT
793,Restaurant Brands International (QSR),Services,0,$0,3,"$5,234,031",QSR
794,Skyworks Solutions Inc. (SWKS),Information Technology,0,$0,2,"$802,000",SWKS
795,Philip Morris Intl. (PM),Consumer Staples,0,$0,0,$0,PM
796,TransAlta Corp. (TAC),Utilities,0,$0,0,$0,TAC
797,Coal Creek Company (CCRK),Materials,0,$0,0,$0,CCRK
798,Ingersoll Rand Inc. (IR),Industrials,0,$0,3,"$796,057,400",IR
799,Alico Inc. (ALCO),Consumer Goods,0,$0,0,$0,ALCO
800,Lifeway Foods Inc. (LWAY),Consumer Goods,5,"$4,209",0,$0,LWAY
801,MKS Instruments (MKSI),Information Technology,0,$0,7,"$2,893,918",MKSI
802,CACI International Inc. (CACI),Information Technology,1,"$24,992",4,"$1,642,698",CACI
803,Ball Corp. (BLL),Materials,0,$0,1,"$1,501,750",BLL
804,United Health Group Inc. (UNH),Health Care,0,$0,6,"$21,245,980",UNH
805,Groupon Inc. (GRPN),Technology,3,"$1,092,550",0,$0,GRPN
806,Vivendi Universal S.A. (VIVEF),Services,0,$0,0,$0,VIVEF
807,Alcon Inc. (ALC),Health Care,0,$0,0,$0,ALC
808,Popular Inc. (BPOP),Financials,0,$0,0,$0,BPOP
809,Cir SPA (CIRPF),Industrials,0,$0,0,$0,CIRPF
810,Visa Inc. (V),Services,0,$0,5,"$15,999,100",V
811,Check Point Software Technologies (CHKP),Technology,0,$0,0,$0,CHKP
812,AFLAC Inc. (AFL),Financials,1,"$657,340",1,"$399,505",AFL
813,Torm Plc (TRMD),Industrials,0,$0,0,$0,TRMD
814,Arista Networks Inc. (ANET),Technology,0,$0,92,"$14,739,224",ANET
815,Liberty Media Corp Formula One Series C (FWONK),Services,0,$0,0,$0,FWONK
816,Encompass Health Corp. (EHC),Health Care,9,"$9,970,517",5,"$3,677,935",EHC
817,Shake Shack Inc. (SHAK),Services,0,$0,4,"$5,444,838",SHAK
818,Hugoton Royalty Trust (HGT),Materials,0,$0,0,$0,HGT
819,St. Joe Co. (JOE),Financials,3,"$68,491",0,$0,JOE
820,Stanley Black & Decker Inc. (SWK),Consumer Discretionary,0,$0,0,$0,SWK
821,Lowe's Cos. (LOW),Consumer Discretionary,1,"$1,038,595",0,$0,LOW
822,Gyrodyne LLC (GYRO),Financials,0,$0,0,$0,GYRO
823,Walgreens Boots Alliance (WBA),Consumer Staples,0,$0,0,$0,WBA
824,Avalara Inc. (AVLR),Technology,0,$0,56,"$54,920,395",AVLR
825,MRC Global Inc. (MRC),Industrial Goods,8,"$1,338,103",0,$0,MRC
826,L Brands Inc (LB),Services,0,$0,0,$0,LB
827,Mellanox Technologies Ltd. (MLNX),Technology,0,$0,0,$0,MLNX
828,LM Ericsson Telephone (ERIC),Technology,0,$0,0,$0,ERIC
829,Liberty LiLAC Group C (LILAK),Services,0,$0,0,$0,LILAK
830,Waterstone Financial Inc. (WSBF),Financials,0,$0,2,"$55,370",WSBF
831,iHeartMedia Inc. (IHRT),Consumer Discretionary,8,"$1,238,775",0,$0,IHRT
832,Qurate Retail Group Inc. CL A (QRTEA),Consumer Discretionary,2,"$2,994,575",0,$0,QRTEA
833,Amazon Corp. (AMZN),Consumer Discretionary,18,"$193,042",37,"$46,543,586",AMZN
834,Weatherford International plc (WFT),Energy,0,$0,0,$0,WFT
835,Societe BIC SA (BICEF),Consumer Goods,0,$0,0,$0,BICEF
836,Momenta Pharmaceuticals Inc. (MNTA),Health Care,0,$0,31,"$3,358,877",MNTA
837,Afya Ltd (AFYA),Consumer Goods,0,$0,0,$0,AFYA
838,Best Buy Co. Inc. (BBY),Consumer Discretionary,0,$0,64,"$58,768,153",BBY
839,New York Community Bancorp (NYCB),Financials,2,"$49,443",0,$0,NYCB
840,Continental Aktiengesellschaft (CON.DE),Consumer Cyclical,0,$0,0,$0,CON.DE
841,Teva Pharmaceutical Industries Ltd. (TEVA),Health Care,0,$0,7,"$37,602",TEVA
842,MGM Resorts International (MGM),Services,15,"$27,772,116",0,$0,MGM
843,Change Healthcare Inc. (CHNG),Health Care,0,$0,0,$0,CHNG
844,Liberty Global Inc. C (LBTYK),Services,0,$0,0,$0,LBTYK
845,Continental Resources (CLR),Materials,7,"$1,279,143",0,$0,CLR
846,Sprouts Farmers Market Inc. (SFM),Services,1,"$65,262",3,"$898,643",SFM
847,FireEye Inc. (FEYE),Technology,0,$0,1,"$21,743",FEYE
848,Valhi Inc. (VHI),Materials,2,"$26,507",0,$0,VHI
849,Tiffany & Co. (TIF),Consumer Discretionary,0,$0,0,$0,TIF
850,Fulton Financial Corp. (FUTL),Financials,0,$0,0,$0,FUTL
851,Tenneco Inc. (TEN),Consumer Goods,0,$0,0,$0,TEN
852,Hyundai Home Shopping Net Corp. (057050.KS),Consumer Goods,0,$0,0,$0,057050.KS
853,AstraZeneca PLC (AZN),Health Care,0,$0,0,$0,AZN
854,Guidewire Software Inc. (GWRE),Technology,1,"$151,936",28,"$6,107,434",GWRE
855,Rockwell Automation Inc. (ROK),Industrials,0,$0,14,"$11,159,078",ROK
856,Travelers Companies Inc. (TRV),Financials,0,$0,0,$0,TRV
857,Tallgrass Energy LP (TGE),Energy,4,"$13,718,751,476",2,"$39,578,412",TGE
858,Snap-On Inc. (SNA),Consumer Discretionary,0,$0,0,$0,SNA
859,Nielsen NV (NLSN),Technology,1,"$4,082,500",0,$0,NLSN
860,Cerence Inc. (CRNC),Technology,0,$0,9,"$57,531",CRNC
861,IAA Inc. (IAA),Consumer Cyclical,0,$0,0,$0,IAA
862,Stamps.com Inc. (STMP),Consumer Discretionary,0,$0,14,"$8,150,002",STMP
863,Washington Federal Inc. (WAFD),Financials,4,"$558,995",0,$0,WAFD
864,Halliburton Co. (HAL),Energy,2,"$4,094,073",0,$0,HAL
865,Avantor arinc. (AVTR),Materials,0,$0,8,"$989,018,884",AVTR
866,Motorola Solutions Inc. (MSI),Technology,0,$0,0,$0,MSI
867,Cypress Semiconductor (CY),Information Technology,0,$0,0,$0,CY
868,NetApp Inc. (NTAP),Information Technology,0,$0,1,"$405,500",NTAP
869,Fiserv Inc. (FISV),Information Technology,0,$0,22,"$41,024,825",FISV
870,American Express (AXP),Financials,0,$0,0,$0,AXP
871,Antero Resources (AR),Materials,0,$0,0,$0,AR
872,Cable ONE Inc. (CABO),Technology,4,"$366,494",12,"$7,147,784",CABO
873,Live Nation Inc. (LYV),Consumer Discretionary,6,"$1,296,093",2,"$3,816,241",LYV
874,Lonestar Resources US Inc. (LONE),Materials,0,$0,0,$0,LONE
875,Coupa Software Inc. (COUP),Technology,0,$0,86,"$40,529,643",COUP
876,Hess Corp. (HES),Energy,9,"$200,072",9,"$1,888,736",HES
877,Brinker International (EAT),Consumer Discretionary,4,"$80,590",0,$0,EAT
878,Cisco Systems (CSCO),Information Technology,0,$0,5,"$1,018,547",CSCO
879,Central Securities Corp. (CET),Financials,10,"$334,934",0,$0,CET
880,NIKE Inc. (NKE),Consumer Discretionary,2,"$289,153",5,"$25,225,726",NKE
881,Mattel Inc. (MAT),Consumer Discretionary,0,$0,0,$0,MAT
882,3M Co. (MMM),Industrials,0,$0,9,"$7,589,361",MMM
883,McCormick & Co. (MKC),Consumer Staples,0,$0,0,$0,MKC
884,Anthem Inc. (ANTM),Health Care,0,$0,13,"$15,600,050",ANTM
885,Kinross Gold Corp. (KGC),Materials,0,$0,0,$0,KGC
886,Entegris Inc. (ENTG),Technology,0,$0,5,"$4,953,870",ENTG
887,a2 Milk Company Ltd. (ACOPF),Consumer Staples,0,$0,0,$0,ACOPF
888,Norfolk Southern Corp. (NSC),Industrials,0,$0,2,"$2,151,107",NSC
889,Victory Capital Holdings (VCTR),Financials,3,"$987,910",0,$0,VCTR
890,Synchrony Financial (SYF),Financials,2,"$279,135",1,"$125,100",SYF
891,Dollar Tree Inc. (DLTR),Consumer Discretionary,3,"$37,632",2,"$1,737,119",DLTR
892,O'Reilly Automotive (ORLY),Consumer Discretionary,0,$0,2,"$4,798,599",ORLY
893,Under Armour CL C (UA),Consumer Goods,0,$0,5,"$10,629",UA
894,Universal Health Services Inc. (UHS),Health Care,0,$0,3,"$435,365",UHS
895,L'Oreal SA (LRLCF),Consumer Goods,0,$0,0,$0,LRLCF
896,Customers Bancorp Inc. (CUBI),Financials,0,$0,3,"$58,999",CUBI
897,Fuller (H.B.) Co. (FUL),Materials,0,$0,0,$0,FUL
898,Penn National Gaming Inc. (PENN),Services,4,"$1,071,268",0,$0,PENN
899,Luther Burbank Corp. (LBC),Financials,2,"$101,095",0,$0,LBC
900,Capital One Financial (COF),Financials,0,$0,2,"$289,628",COF
901,Chico's FAS (CHS),Consumer Discretionary,0,$0,0,$0,CHS
902,Shopify Inc. (SHOP),Technology,0,$0,0,$0,SHOP
903,Parker-Hannifin (PH),Industrials,0,$0,1,"$872,407",PH
904,U.S. Silica Holdings Inc. (SLCA),Materials,6,"$272,069",0,$0,SLCA
905,CNP Assurances (CNPAF),Financials,0,$0,0,$0,CNPAF
906,Wendy's Co. (WEN),Consumer Discretionary,0,$0,5,"$11,904,969",WEN
907,British American Tobacco plc (BTI),Consumer Goods,0,$0,0,$0,BTI
908,Tractor Supply (TSCO),Consumer Discretionary,0,$0,20,"$33,331,495",TSCO
909,TRI Pointe Group (TPH),Industrial Goods,0,$0,0,$0,TPH
910,Equifax Inc. (EFX),Industrials,0,$0,2,"$1,854,044",EFX
911,Alphabet Inc. CL C (GOOG),Technology,0,$0,47,"$428,397",GOOG
912,Valero Energy (VLO),Energy,2,"$2,186,154",0,$0,VLO
913,Invesco Plc (IVZ),Financials,1,"$100,356",0,$0,IVZ
914,Fox Corporation CL B (FOX),Services,0,$0,0,$0,FOX
915,Polo Ralph Lauren Corp. (RL),Consumer Discretionary,0,$0,0,$0,RL
916,Jacobs Engineering Group (JEC),Industrials,0,$0,0,$0,JEC
917,Wal-Mart Stores (WMT),Consumer Staples,0,$0,13,"$32,286,696",WMT
918,Western Union Co. (WU),Information Technology,0,$0,1,"$22,287",WU
919,Globe Life Inc. (GL),Financials,0,$0,0,$0,GL
920,AutoNation Inc. (AN),Consumer Discretionary,1,"$39,940",0,$0,AN
921,Williams-Sonoma Inc. (WSM),Consumer Discretionary,3,"$885,350",13,"$8,725,969",WSM
922,Signet Jewelers Ltd. (SIG),Services,3,"$461,723",0,$0,SIG
923,Greenbrier Companies (GBX),Services,1,"$1,652,000",2,"$73,197",GBX
924,Primo Water Corp. (PRMW),Consumer Goods,1,"$1,014,804",0,$0,PRMW
925,Allergan Plc (AGN),Health Care,0,$0,0,$0,AGN
926,Liberty Broadband Corp. CL A (LBRDA),Technology,0,$0,45,"$42,338,629",LBRDA
927,Linde AG (LNAGF),Materials,0,$0,0,$0,LNAGF
928,Loma Negra Argentina (LOMA),Materials,0,$0,0,$0,LOMA
929,Flexion Therapeutics Inc. (FLXN),Health Care,2,"$119,993",1,"$26,253",FLXN
930,Mylan NV (MYL),Health Care,0,$0,0,$0,MYL
931,VOXX International Corp. (VOXX),Consumer Discretionary,44,"$5,071,069",0,$0,VOXX
932,Sony Corp. (SNE),Consumer Goods,0,$0,0,$0,SNE
933,Gentex Corp. (GNTX),Consumer Discretionary,5,"$58,148",4,"$517,950",GNTX
934,Pfizer Inc. (PFE),Health Care,0,$0,13,"$7,145,859",PFE
935,Conagra Brands Inc. (CAG),Consumer Staples,0,$0,5,"$33,638,612",CAG
936,Livent Corp. (LTHM),Materials,0,$0,0,$0,LTHM
937,Schnitzer Steel Industries Inc. (SCHN),Materials,0,$0,0,$0,SCHN
938,Apple Inc. (AAPL),Information Technology,0,$0,23,"$24,750,309",AAPL
939,Agilent Technologies (A),Information Technology,0,$0,7,"$5,618,084",A
940,Seritage Growth Properties (SRG),Financials,0,$0,0,$0,SRG
941,Apache Corp. (APA),Energy,1,"$187,572",0,$0,APA
942,Carvana Co. (CVNA),Services,2,"$43,000,020",1,"$29,410,000",CVNA
943,Assured Guaranty Ltd. (AGO),Financials,50,"$7,519,911",0,$0,AGO
944,Lear Corp. (LEA),Consumer Discretionary,0,$0,1,"$205,500",LEA
945,Alnylam Pharmaceuticals (ALNY),Health Care,0,$0,8,"$21,377,990",ALNY
946,Delek US Holdings Inc.  (DK),Materials,2,"$11,821,848",0,$0,DK
947,Tailored Brands (TLRD),Services,0,$0,0,$0,TLRD
948,Forescout Technologies Inc. (FSCT),Financials,0,$0,10,"$908,626",FSCT
949,Procter & Gamble (PG),Consumer Staples,0,$0,20,"$2,380,014,376",PG
950,Ironwood Pharmaceuticals Inc. (IRWD),Health Care,0,$0,7,"$282,367",IRWD
951,Kellogg Co. (K),Consumer Staples,0,$0,6,"$37,467,430",K
952,Hillenbrand Inc. (HI),Services,9,"$521,428",0,$0,HI
953,1Life Healthcare Inc. (ONEM),Health Care,0,$0,0,$0,ONEM
954,Denny's Corp. (DENN),Services,0,$0,1,"$78,617",DENN
955,Positive Physicians Holdings (PPHI),Financials,0,$0,0,$0,PPHI
956,Jack in the Box (JBX),Consumer Discretionary,0,$0,0,$0,JBX
957,Axis Capital Holdings Ltd. (AXS),Financials,8,"$20,499,377",0,$0,AXS
